user,review,rating,review_tokenized,no_stopword,stemmed_review,lemmatized_review
Nurul Izzah Chanel,"aku udh make sure pesen gofood td pakai vcr, dan waktu mau check out jelas bgt harga itu kenak 19.900 udh di co tbtb berubah jd 28.700 itu knp ya? biaya penanganan tbtb jd 20rb lebih . kalo emg krn tglhn baru knp gak pas sblm check out kasih liat harga yg bener!!!!????? sumpah gojek makin kocak",1,"aku udh make sure pesen gofood td pakai vcr, dan waktu mau check out jelas bgt harga itu kenak 19.900 udh di co tbtb berubah jd 28.700 itu knp ya? biaya penanganan tbtb jd 20rb lebih . kalo emg krn tglhn baru knp gak pas sblm check out kasih liat harga yg bener!!!!????? sumpah gojek makin kocak","aku udh make sure pesen gofood td pakai vcr, waktu mau check out jelas bgt harga kenak 19.900 udh co tbtb berubah jd 28.700 knp ya? biaya penanganan tbtb jd 20rb lebih . kalo emg krn tglhn baru knp gak pas sblm check out kasih liat harga yg bener!!!!????? sumpah gojek makin kocak",aku udh make sure sen gofood td pakai vcr dan waktu mau check out jelas bgt harga itu nak 19 900 udh di co tbtb ubah jd 28 700 itu knp ya biaya tangan tbtb jd 20rb lebih kalo emg krn tglhn baru knp gak pas sblm check out kasih liat harga yg bener sumpah gojek makin kocak,vcr 19 . 900 co tbtb 28 . 700 kntb 20 knp
ARDI CAHYANA,"aplikasinya bagus, hanya kurirnya itu perlu pelayanan yg lebih bagus...krn dalam memanggil customer hanya namanya....kalau tidak tahu umurnya pakailah kak, akan lebih sopan...namun kalau sudah tahu yang memesan atau menerima orang tua panggilah pak atau ibu...",4,"aplikasinya bagus, hanya kurirnya itu perlu pelayanan yg lebih bagus...krn dalam memanggil customer hanya namanya....kalau tidak tahu umurnya pakailah kak, akan lebih sopan...namun kalau sudah tahu yang memesan atau menerima orang tua panggilah pak atau ibu...","aplikasinya bagus, kurirnya perlu pelayanan yg lebih bagus...krn memanggil customer namanya....kalau tahu umurnya pakailah kak, lebih sopan...namun kalau tahu memesan menerima orang tua panggilah pak ibu...",aplikasi bagus hanya kurir itu perlu layan yg lebih bagus krn dalam panggil customer hanya nama kalau tidak tahu umur pakai kak akan lebih sopan namun kalau sudah tahu yang mes atau terima orang tua panggilah pak atau ibu,krn
almira ardhisa,"nunggu pesenan gofood 1 jam lebih ga di kirim kirim pdhl posisi laparr, mana tau tau di cancel, nyari trs tetep sama aja buat sampe ke tiga kalinya tetep 3 kali itu masing masing nunggu 1 jam lebih dan hasil nya sama, seharusnya gawsh dikasih bintang, jelek bgt pelayanan nya 🙏🏻",1,"nunggu pesenan gofood 1 jam lebih ga di kirim kirim pdhl posisi laparr, mana tau tau di cancel, nyari trs tetep sama aja buat sampe ke tiga kalinya tetep 3 kali itu masing masing nunggu 1 jam lebih dan hasil nya sama, seharusnya gawsh dikasih bintang, jelek bgt pelayanan nya 🙏🏻","nunggu pesenan gofood 1 jam lebih ga kirim kirim pdhl posisi laparr, mana tau tau cancel, nyari trs tetep sama aja buat sampe tiga kalinya tetep 3 kali masing masing nunggu 1 jam lebih hasil nya sama, gawsh dikasih bintang, jelek bgt pelayanan nya 🙏🏻",nunggu sen gofood 1 jam lebih ga di kirim kirim pdhl posisi laparr mana tau tau di cancel nyari trs tetep sama aja buat sampe ke tiga kali tetep 3 kali itu masing masing nunggu 1 jam lebih dan hasil nya sama harus gawsh kasih bintang jelek bgt layan nya,gu pesenan gofood 1 jam cancel tiga 3 1 jam
EF_AADE,"bagus, sangat memudahkan. tapi tolong lebih disesuaikan lagi titik aplikasi buat pengantaran/penjemputan biar driver ga bingung",5,"bagus, sangat memudahkan. tapi tolong lebih disesuaikan lagi titik aplikasi buat pengantaran/penjemputan biar driver ga bingung","bagus, sangat memudahkan. tolong lebih disesuaikan titik aplikasi buat pengantaran/penjemputan biar driver ga bingung",bagus sangat mudah tapi tolong lebih sesuai lagi titik aplikasi buat antar jemput biar driver ga bingung,
Abela Putri,tiap gofood selalu plus dan pake ekstra biaya buat pengiriman cepat. tapi mostly telat. dan yg disalahin resto nya. kalo sekiranya gabisa secepat itu gausah minta dana tambahan. dzolim bgt heran. makan tuh duit,1,tiap gofood selalu plus dan pake ekstra biaya buat pengiriman cepat. tapi mostly telat. dan yg disalahin resto nya. kalo sekiranya gabisa secepat itu gausah minta dana tambahan. dzolim bgt heran. makan tuh duit,tiap gofood selalu plus pake ekstra biaya buat pengiriman cepat. mostly telat. yg disalahin resto nya. kalo sekiranya gabisa secepat gausah minta dana tambahan. dzolim bgt heran. makan tuh duit,tiap gofood selalu plus dan pake ekstra biaya buat kirim cepat tapi mostly telat dan yg disalahin resto nya kalo sekira gabisa cepat itu gausah minta dana tambah dzolim bgt heran makan tuh duit,dzolim bgt
mardiyah april,"kenapa sekarang akun saya sering banget keluar sendiri. dan tiap mau login harus vermuk, tapi susah banget masuk nya. sampe di ulang berkali kali tetep gabisa. udah 2x kejadian kaya gini. dari awal donlot gapernah kaya gini. baru sekarang ini",3,"kenapa sekarang akun saya sering banget keluar sendiri. dan tiap mau login harus vermuk, tapi susah banget masuk nya. sampe di ulang berkali kali tetep gabisa. udah 2x kejadian kaya gini. dari awal donlot gapernah kaya gini. baru sekarang ini","sekarang akun sering banget keluar sendiri. tiap mau login vermuk, susah banget masuk nya. sampe ulang berkali kali tetep gabisa. udah 2x kejadian kaya gini. awal donlot gapernah kaya gini. baru sekarang",kenapa sekarang akun saya sering banget keluar sendiri dan tiap mau login harus vermuk tapi susah banget masuk nya sampe di ulang kali kali tetep gabisa udah 2x jadi kaya gin dari awal donlot gapernah kaya gin baru sekarang ini,2 don gaperna gin
Nanud,"sudah saya upgrade ke gojek plus, tapi kenapa promo gofood nya makin hari makin sedikit, bahkan ketika pulang kampung tidak menemukan 1 voucher pun kecuali voucher ongkir 10ribu, makin yakin upgrade plus di sebelah aja😹, edit : ya gw tau kalau itu tapi ya kali di malang yang promo cuman ayam geprek mulu😹 bulan lalu awal beli banyak toko yang diskon sekarang cuman geprek😹 gw juga pengen es krim woi😹",1,"sudah saya upgrade ke gojek plus, tapi kenapa promo gofood nya makin hari makin sedikit, bahkan ketika pulang kampung tidak menemukan 1 voucher pun kecuali voucher ongkir 10ribu, makin yakin upgrade plus di sebelah aja😹, edit : ya gw tau kalau itu tapi ya kali di malang yang promo cuman ayam geprek mulu😹 bulan lalu awal beli banyak toko yang diskon sekarang cuman geprek😹 gw juga pengen es krim woi😹","saya upgrade gojek plus, kenapa promo gofood nya makin hari makin sedikit, bahkan pulang kampung menemukan 1 voucher kecuali voucher ongkir 10ribu, makin yakin upgrade plus sebelah aja😹, edit : gw tau kalau tapi kali malang promo cuman ayam geprek mulu😹 bulan lalu awal beli banyak toko diskon sekarang cuman geprek😹 gw pengen es krim woi😹",sudah saya upgrade ke gojek plus tapi kenapa promo gofood nya makin hari makin sedikit bahkan ketika pulang kampung tidak temu 1 voucher pun kecuali voucher ongkir 10ribu makin yakin upgrade plus di belah aja edit ya gw tau kalau itu tapi ya kali di malang yang promo cuman ayam geprek mulu bulan lalu awal beli banyak toko yang diskon sekarang cuman geprek gw juga ken es krim woi,gojek plus gofood 1 ong 10 gw malang ayam geprek gw es krim
Kenanga Smg,"saya kasih bintang 3, saran buat apk ini ya aku bberapa kali pesen makanan cari driver ga nyangkut, waktu 1 jam nunggu, kalo bisa apk ini ya max 30 menit biar customer nunggu gak lama bisa order ulang kalo 1jam ga dpt driver d cancel mau pesen lagi males, keburu ilang lapernya",3,"saya kasih bintang 3, saran buat apk ini ya aku bberapa kali pesen makanan cari driver ga nyangkut, waktu 1 jam nunggu, kalo bisa apk ini ya max 30 menit biar customer nunggu gak lama bisa order ulang kalo 1jam ga dpt driver d cancel mau pesen lagi males, keburu ilang lapernya","kasih bintang 3, saran buat apk ya aku bberapa kali pesen makanan cari driver ga nyangkut, waktu 1 jam nunggu, kalo apk ya max 30 menit biar customer nunggu gak lama order ulang kalo 1jam ga dpt driver d cancel mau pesen males, keburu ilang lapernya",saya kasih bintang 3 saran buat apk ini ya aku bberapa kali sen makan cari driver ga nyangkut waktu 1 jam nunggu kalo bisa apk ini ya max 30 menit biar customer nunggu gak lama bisa order ulang kalo 1jam ga dpt driver d cancel mau sen lagi males keburu ilang lapernya,3 1 jam 30 menit d canc
Keisha nadira safira,"tolong dongg pihak gojek kalau ngasi driver jangan terlalu jauh dari posisi costumer. rataa rata pada banyak cancel, dan benerin juga pelacak an driver kadang titik nya ngejauh pedahal udah deket. tolong upgrade lagi buat gojek, kalau ngasi driver jangan terlalu jauh dari posisi costumer. sudah pagi pagi pesan tetap saja telat karena kendala gojek yang ada ajaaaaa masalahnya hadeh",1,"tolong dongg pihak gojek kalau ngasi driver jangan terlalu jauh dari posisi costumer. rataa rata pada banyak cancel, dan benerin juga pelacak an driver kadang titik nya ngejauh pedahal udah deket. tolong upgrade lagi buat gojek, kalau ngasi driver jangan terlalu jauh dari posisi costumer. sudah pagi pagi pesan tetap saja telat karena kendala gojek yang ada ajaaaaa masalahnya hadeh","dongg pihak gojek kalau ngasi driver jangan terlalu jauh posisi costumer. rataa rata banyak cancel, benerin pelacak an driver kadang titik nya ngejauh pedahal udah deket. upgrade buat gojek, kalau ngasi driver jangan terlalu jauh posisi costumer. pagi pagi pesan tetap telat kendala gojek ada ajaaaaa masalahnya hadeh",tolong dongg pihak gojek kalau ngasi driver jangan terlalu jauh dari posisi costumer rataa rata pada banyak cancel dan benerin juga lacak an driver kadang titik nya ngejauh pedahal udah deket tolong upgrade lagi buat gojek kalau ngasi driver jangan terlalu jauh dari posisi costumer sudah pagi pagi pesan tetap saja telat karena kendala gojek yang ada ajaaaaa masalah hadeh,gojek gojek gojek
Restha Arista,"pelayanan mohon di perbaiki,jangan biar kan pelanggan sudah pesen,dan,nunggu lama, malahan di batalkan, driver posisi lagi hujan,jdi pesan apk sebelah",3,"pelayanan mohon di perbaiki,jangan biar kan pelanggan sudah pesen,dan,nunggu lama, malahan di batalkan, driver posisi lagi hujan,jdi pesan apk sebelah","pelayanan mohon perbaiki,jangan biar kan pelanggan pesen,dan,nunggu lama, malahan batalkan, driver posisi hujan,jdi pesan apk sebelah",layan mohon di baik jangan biar kan langgan sudah sen dan nunggu lama malah di batal driver posisi lagi hujan jdi pesan apk belah,ki jdi ap
Rana Alfatria,driver sigap dan sat set. kemana2 jadi gampang dengan adanya gojek. gitu jg saat pengen makan sesuatu tapi males keluar. tinggal pesen via gofood. semakin ditingkatkan aja pelayanannya dan sering kasih promo. hihihi,5,driver sigap dan sat set. kemana2 jadi gampang dengan adanya gojek. gitu jg saat pengen makan sesuatu tapi males keluar. tinggal pesen via gofood. semakin ditingkatkan aja pelayanannya dan sering kasih promo. hihihi,driver sigap sat set. kemana2 jadi gampang adanya gojek. gitu jg pengen makan tapi males keluar. tinggal pesen via gofood. semakin ditingkatkan aja pelayanannya sering kasih promo. hihihi,driver sigap dan sat set kemana2 jadi gampang dengan ada gojek gitu jg saat ken makan sesuatu tapi males keluar tinggal sen via gofood makin tingkat aja layan dan sering kasih promo hihihi,set hihi
Zivi lili Zivilia lily,"kenapa sih driver gocar skrg pada arogan, dan ga sopan, kemarin saya pesan gocar brngkt pagi masih aman, driver gocar ny sopan baik, pulang ny sore saya pesan gocar lagi, org ny agak tua nyetir ny cepet bngt, nyalip"" kendaraan lain, kaki tangan saya udh agak dingin-, saran sih harus ny pelan aja gpp yg penting slmt smpe tujuan.",3,"kenapa sih driver gocar skrg pada arogan, dan ga sopan, kemarin saya pesan gocar brngkt pagi masih aman, driver gocar ny sopan baik, pulang ny sore saya pesan gocar lagi, org ny agak tua nyetir ny cepet bngt, nyalip"" kendaraan lain, kaki tangan saya udh agak dingin-, saran sih harus ny pelan aja gpp yg penting slmt smpe tujuan.","sih driver gocar skrg arogan, ga sopan, kemarin pesan gocar brngkt pagi aman, driver gocar ny sopan baik, pulang ny sore pesan gocar lagi, org ny tua nyetir ny cepet bngt, nyalip"" kendaraan lain, kaki tangan udh dingin-, saran sih ny pelan aja gpp yg penting slmt smpe tujuan.",kenapa sih driver gocar skrg pada arogan dan ga sopan kemarin saya pesan gocar brngkt pagi masih aman driver gocar ny sopan baik pulang ny sore saya pesan gocar lagi org ny agak tua nyetir ny cepet bngt nyalip kendara lain kaki tangan saya udh agak dingin- saran sih harus ny pelan aja gpp yg penting slmt smpe tuju,driver gocar skrg gocar driver gocar gocart smpe
kaka nono,kalau bisa walau sudah ke antar masih bisa ngasih tip...karena kadang kita lupa...tolong diperhatikan..terima kasih.. terima kasih gojek saran saya yg diatas sudah bisa diaplikasikan🙏..jadi bisa ngasih tip walau barang sudah diantar...,5,kalau bisa walau sudah ke antar masih bisa ngasih tip...karena kadang kita lupa...tolong diperhatikan..terima kasih.. terima kasih gojek saran saya yg diatas sudah bisa diaplikasikan🙏..jadi bisa ngasih tip walau barang sudah diantar...,kalau ke antar ngasih tip...karena kadang lupa...tolong diperhatikan..terima kasih.. terima kasih gojek saran yg diatas bisa diaplikasikan🙏..jadi bisa ngasih tip walau barang diantar...,kalau bisa walau sudah ke antar masih bisa ngasih tip karena kadang kita lupa tolong perhati terima kasih terima kasih gojek saran saya yg atas sudah bisa aplikasi jadi bisa ngasih tip walau barang sudah antar,
Alfiyani Nurohmah,buat pesan makan dan antar barang dan untuk penjemputan sangat sangat bagus dan mantap pokoknya di perbaik lagi saja yang kurang selebihnya bagus,5,buat pesan makan dan antar barang dan untuk penjemputan sangat sangat bagus dan mantap pokoknya di perbaik lagi saja yang kurang selebihnya bagus,buat pesan makan antar barang untuk penjemputan sangat sangat bagus mantap pokoknya perbaik saja kurang selebihnya bagus,buat pesan makan dan antar barang dan untuk jemput sangat sangat bagus dan mantap pokok di baik lagi saja yang kurang lebih bagus,
Arifin Anwar,"makin kesini aplikasinya ngga beres, kita biasa belanja di gomart.. produk yg kita beli senaknya aja bilang kosong tanpa ada penjelasan lebih lanjut.. diaplikasi juga tidak ada pelayanan utk membantu keluhan konsumen",1,"makin kesini aplikasinya ngga beres, kita biasa belanja di gomart.. produk yg kita beli senaknya aja bilang kosong tanpa ada penjelasan lebih lanjut.. diaplikasi juga tidak ada pelayanan utk membantu keluhan konsumen","makin kesini aplikasinya ngga beres, biasa belanja gomart.. produk yg beli senaknya aja bilang kosong penjelasan lebih lanjut.. diaplikasi tidak ada pelayanan utk membantu keluhan konsumen",makin kesini aplikasi ngga beres kita biasa belanja di gomart produk yg kita beli senak aja bilang kosong tanpa ada jelas lebih lanjut aplikasi juga tidak ada layan utk bantu keluh konsumen,gomart
Ricky Franklin,"gojek sangat mempermudah dalam hal transportasi dan juga yg lain. sering pakai transaksi apapun di. gojek dari mulai bayar tagihan, transportasi dan pembayaran lainnya mudah dan cepat.",5,"gojek sangat mempermudah dalam hal transportasi dan juga yg lain. sering pakai transaksi apapun di. gojek dari mulai bayar tagihan, transportasi dan pembayaran lainnya mudah dan cepat.","gojek sangat mempermudah hal transportasi juga yg lain. sering pakai transaksi apapun di. gojek mulai bayar tagihan, transportasi pembayaran lainnya mudah cepat.",gojek sangat mudah dalam hal transportasi dan juga yg lain sering pakai transaksi apa di gojek dari mulai bayar tagih transportasi dan bayar lain mudah dan cepat,gojek
Fatimah,sangat membantu. tapi sayang untuk gopay playlaternya ga ada kepastian untuk didapatkan. selalu menunggu proses antrian terus.,5,sangat membantu. tapi sayang untuk gopay playlaternya ga ada kepastian untuk didapatkan. selalu menunggu proses antrian terus.,sangat membantu. sayang gopay playlaternya ga kepastian didapatkan. selalu menunggu proses antrian terus.,sangat bantu tapi sayang untuk gopay playlaternya ga ada pasti untuk dapat selalu tunggu proses antri terus,
Dycho Juni88,"yang bener la masa mau transfer malah eror udh 2 hari ini , udh di komplain tapi g ada perkembangan masi g bisa transfer, cepat di selesaikan dong saya mau beli barang ni",1,"yang bener la masa mau transfer malah eror udh 2 hari ini , udh di komplain tapi g ada perkembangan masi g bisa transfer, cepat di selesaikan dong saya mau beli barang ni","bener la masa mau transfer malah eror udh 2 hari , udh komplain g perkembangan masi g transfer, cepat selesaikan dong mau beli barang ni",yang bener la masa mau transfer malah eror udh 2 hari ini udh di komplain tapi g ada kembang mas g bisa transfer cepat di selesai dong saya mau beli barang ni,la ud 2 ud g g
Miko Gabeng,"yg ga banget di aplikasi ini adl sistem gofood nya, yg dimana kita hrs nunggu lama buat resto nyiapin makanan, stlh itu resto nyari driver entah itu dpt apa engga tp waktu kita nunggunya lama bgt, sukur2 kalo dpt driver klo engga jg kita udah nunggu, yg harusnya bisa buat nyari yg lain lg atau ga bikin indomi aja stlh nunggu lama dpt driver, driver menuju ke resto, taunya di cancel sm driver, resto nyari driver lg, nunggu lama lagi, mana ga bisa lgsg di batalkan lg, ga nyaman bgt",3,"yg ga banget di aplikasi ini adl sistem gofood nya, yg dimana kita hrs nunggu lama buat resto nyiapin makanan, stlh itu resto nyari driver entah itu dpt apa engga tp waktu kita nunggunya lama bgt, sukur2 kalo dpt driver klo engga jg kita udah nunggu, yg harusnya bisa buat nyari yg lain lg atau ga bikin indomi aja stlh nunggu lama dpt driver, driver menuju ke resto, taunya di cancel sm driver, resto nyari driver lg, nunggu lama lagi, mana ga bisa lgsg di batalkan lg, ga nyaman bgt","yg ga banget aplikasi adl sistem gofood nya, yg hrs nunggu lama buat resto nyiapin makanan, stlh resto nyari driver entah dpt apa engga tp waktu nunggunya lama bgt, sukur2 kalo dpt driver klo engga jg kita udah nunggu, yg harusnya buat nyari yg lg ga bikin indomi aja stlh nunggu lama dpt driver, driver menuju resto, taunya cancel sm driver, resto nyari driver lg, nunggu lama lagi, mana ga lgsg batalkan lg, ga nyaman bgt",yg ga banget di aplikasi ini adl sistem gofood nya yg mana kita hrs nunggu lama buat resto nyiapin makan stlh itu resto nyari driver entah itu dpt apa engga tp waktu kita nunggunya lama bgt sukur2 kalo dpt driver klo engga jg kita udah nunggu yg harus bisa buat nyari yg lain lg atau ga bikin indomi aja stlh nunggu lama dpt driver driver tuju ke resto tau di cancel sm driver resto nyari driver lg nunggu lama lagi mana ga bisa lgsg di batal lg ga nyaman bgt,foodt driver lg dpt driver cancel sm driver nyari driver lg
Sopia Pbrny,"kecewa banget sama gojek, kalau pesan makan gak pernah sesuai dengan estimasi. estimasi 32-42 menit tapi sampainya lebih dari 2 jam, di batalkan juga gak bisa",2,"kecewa banget sama gojek, kalau pesan makan gak pernah sesuai dengan estimasi. estimasi 32-42 menit tapi sampainya lebih dari 2 jam, di batalkan juga gak bisa","kecewa banget sama gojek, kalau pesan makan gak pernah sesuai estimasi. estimasi 32-42 menit sampainya lebih 2 jam, batalkan gak",kecewa banget sama gojek kalau pesan makan gak pernah sesuai dengan estimasi estimasi 32-42 menit tapi sampai lebih dari 2 jam di batal juga gak bisa,go 32 - 42 menit 2 jam
ELISA,"jujur kalau nggak karena map nya yang mudah banget, malas pakai gojek , apalagi hari ini ada driver yang marah karena dibatalkan, padahal sudah ditungguin tapi lama banget, pas dicancel, sudah order yang kedua baru datang, pas datang malah marah, please ya tolong jangan kasih driver yang suka telat jemput tapi klau dicancel marah marah, satu lagi kalau hujan itu susah banget dapatin goride atau gocar. jujur sudah berulang kali dikecewakan sama gojek, kecewa banget",1,"jujur kalau nggak karena map nya yang mudah banget, malas pakai gojek , apalagi hari ini ada driver yang marah karena dibatalkan, padahal sudah ditungguin tapi lama banget, pas dicancel, sudah order yang kedua baru datang, pas datang malah marah, please ya tolong jangan kasih driver yang suka telat jemput tapi klau dicancel marah marah, satu lagi kalau hujan itu susah banget dapatin goride atau gocar. jujur sudah berulang kali dikecewakan sama gojek, kecewa banget","jujur kalau map nya mudah banget, malas pakai gojek , hari ada driver marah karena dibatalkan, padahal ditungguin lama banget, pas dicancel, order kedua baru datang, pas datang malah marah, please tolong jangan kasih driver suka telat jemput klau dicancel marah marah, satu kalau hujan susah banget dapatin goride gocar. jujur berulang kali dikecewakan sama gojek, kecewa banget",jujur kalau nggak karena map nya yang mudah banget malas pakai gojek apalagi hari ini ada driver yang marah karena batal padahal sudah ditungguin tapi lama banget pas dicancel sudah order yang dua baru datang pas datang malah marah please ya tolong jangan kasih driver yang suka telat jemput tapi klau dicancel marah marah satu lagi kalau hujan itu susah banget dapatin goride atau gocar jujur sudah ulang kali kecewa sama gojek kecewa banget,gojek kedua pas satu goride gocar
Prima Wisnu,"untuk dev. gojek/pt. goto... saya sangat menyukai dan sering menggunakan aplikasi gojek untuk kebutuhan sehari hari saya. tapi mohon untuk tidak bermain victim maksud saya jangan adakan promo hanya ketika menjadi pelanggan baru gojek tapi adakanlah promo untuk seluruh pengguna gojek.. dan sedikit saran ""untuk promo gojek plus+ mohon untuk gratis ongkirnya maks. 20rb jangan 12/13rb.. karena menggunakan bebas ongkir dari gojek/gofood plus+ harus minimal 40rb"" terimaksih.. semoga bermanfaat🙏🏻.",4,"untuk dev. gojek/pt. goto... saya sangat menyukai dan sering menggunakan aplikasi gojek untuk kebutuhan sehari hari saya. tapi mohon untuk tidak bermain victim maksud saya jangan adakan promo hanya ketika menjadi pelanggan baru gojek tapi adakanlah promo untuk seluruh pengguna gojek.. dan sedikit saran ""untuk promo gojek plus+ mohon untuk gratis ongkirnya maks. 20rb jangan 12/13rb.. karena menggunakan bebas ongkir dari gojek/gofood plus+ harus minimal 40rb"" terimaksih.. semoga bermanfaat🙏🏻.","dev. gojek/pt. goto... sangat menyukai sering menggunakan aplikasi gojek kebutuhan sehari hari saya. mohon tidak bermain victim maksud jangan adakan promo ketika menjadi pelanggan baru gojek adakanlah promo seluruh pengguna gojek.. sedikit saran ""untuk promo gojek plus+ mohon gratis ongkirnya maks. 20rb jangan 12/13rb.. menggunakan bebas ongkir gojek/gofood plus+ minimal 40rb"" terimaksih.. semoga bermanfaat🙏🏻.",untuk dev gojek pt goto saya sangat suka dan sering guna aplikasi gojek untuk butuh hari hari saya tapi mohon untuk tidak main victim maksud saya jangan adakan promo hanya ketika jadi langgan baru gojek tapi adakan promo untuk seluruh guna gojek dan sedikit saran untuk promo gojek plus mohon untuk gratis ongkirnya maks 20rb jangan 12 13rb karena guna bebas ongkir dari gojek gofood plus harus minimal 40rb terimaksih moga manfaat,dev . gojek pt . goto . gojek gojek gojek gojek 20rb 12 / 13rb gojek gofood plus 40rb
Sunarni Painah,saya pesan... lamaaaa g dapat dapat.. di batalin g bisa bisa. ada keterangan pesanan anda sudah masuk.tapi g kunjung dapat. terus saya minta tolong ke tetangga suruh nganter. baru jalan sekitar 100m dapat go-car.. terpaksa orang rumah suruh bayar.. kasian. saya tetap naik motor ama tetangga. hujan lagi.,1,saya pesan... lamaaaa g dapat dapat.. di batalin g bisa bisa. ada keterangan pesanan anda sudah masuk.tapi g kunjung dapat. terus saya minta tolong ke tetangga suruh nganter. baru jalan sekitar 100m dapat go-car.. terpaksa orang rumah suruh bayar.. kasian. saya tetap naik motor ama tetangga. hujan lagi.,pesan... lamaaaa g dapat.. batalin g bisa. keterangan pesanan sudah masuk.tapi g kunjung dapat. terus minta ke tetangga suruh nganter. baru jalan 100m go-car.. terpaksa orang rumah suruh bayar.. kasian. tetap naik motor ama tetangga. hujan lagi.,saya pesan lamaaaa g dapat dapat di batalin g bisa bisa ada terang pesan anda sudah masuk tapi g kunjung dapat terus saya minta tolong ke tetangga suruh nganter baru jalan sekitar 100m dapat go-car paksa orang rumah suruh bayar kasi saya tetap naik motor ama tetangga hujan lagi,g g g 100m motor
Ichsan Muhammad Baharie,"mohon sistemnya diperbaiki, di gofood ada fitur express. tapi tetap saja harus menunggu lama. kadang udah pakai fitur express tapi driver tidak mau mengambil pesanan, sampai ganti 5 driver",1,"mohon sistemnya diperbaiki, di gofood ada fitur express. tapi tetap saja harus menunggu lama. kadang udah pakai fitur express tapi driver tidak mau mengambil pesanan, sampai ganti 5 driver","mohon sistemnya diperbaiki, gofood fitur express. tetap harus menunggu lama. kadang udah pakai fitur express driver mau mengambil pesanan, ganti 5 driver",mohon sistem baik di gofood ada fitur express tapi tetap saja harus tunggu lama kadang udah pakai fitur express tapi driver tidak mau ambil pesan sampai ganti 5 driver,go express express 5
Tedy Jayanto,saya pernah naik gocar di sarankan ambil yg hemat di apk.. pas saya ambil gocar hemat dari stasiun bekasi timur ke arah rumah saya drivernya marah karena saya ambil paket hemat gocar dengan dalih macet di stasiun.. alhasil saya bayar tarif ga pakai potongan. harga umum🤔😏,1,saya pernah naik gocar di sarankan ambil yg hemat di apk.. pas saya ambil gocar hemat dari stasiun bekasi timur ke arah rumah saya drivernya marah karena saya ambil paket hemat gocar dengan dalih macet di stasiun.. alhasil saya bayar tarif ga pakai potongan. harga umum🤔😏,pernah naik gocar sarankan ambil yg hemat apk.. pas ambil gocar hemat stasiun bekasi timur arah rumah drivernya marah ambil paket hemat gocar dalih macet stasiun.. alhasil saya bayar tarif ga pakai potongan. harga umum🤔😏,saya pernah naik gocar di saran ambil yg hemat di apk pas saya ambil gocar hemat dari stasiun bekas timur ke arah rumah saya drivernya marah karena saya ambil paket hemat gocar dengan dalih macet di stasiun alhasil saya bayar tarif ga pakai potong harga umum,gocar go stasiun bekasi timur gocar
Pengguna Google,aplikasi gojek utk semua layanan sie bagus..tp cb tolong utk layanan gomart selalu sering salah item barang yg dibeli..kasian drivernya harus bolak balik tukerin item yg salah gara2 karyawan gomart/alfamart..cb klw drivernya gk mau tanggung jawab yg rugi kan customernya,4,aplikasi gojek utk semua layanan sie bagus..tp cb tolong utk layanan gomart selalu sering salah item barang yg dibeli..kasian drivernya harus bolak balik tukerin item yg salah gara2 karyawan gomart/alfamart..cb klw drivernya gk mau tanggung jawab yg rugi kan customernya,aplikasi gojek utk semua layanan sie bagus..tp cb utk layanan gomart selalu sering salah item barang yg dibeli..kasian drivernya bolak balik tukerin item yg salah gara2 karyawan gomart/alfamart..cb klw drivernya gk mau tanggung jawab yg rugi kan customernya,aplikasi gojek utk semua layan sie bagus tp cb tolong utk layan gomart selalu sering salah item barang yg beli kasi drivernya harus bolak balik tukerin item yg salah gara2 karyawan gomart alfamart cb klw drivernya gk mau tanggung jawab yg rugi kan customernya,gojek tp cb gomart gomart alfamart cb gk
Diya Gabriel,"mantap, info pembayaran paylaternya lewat chat gojek ya, sangat tak terlihat, blajar dr toko oren dichat ke wa. gaje bgt gada info notif, tbtb denda 50rb, tbtb denda 30? itu bunga macam apa kayak gitu, mending matiin aja fiturnya, inimah sengaja ga jelas notifnya biar dapat uang haram, tau gt nonaktifin aja",1,"mantap, info pembayaran paylaternya lewat chat gojek ya, sangat tak terlihat, blajar dr toko oren dichat ke wa. gaje bgt gada info notif, tbtb denda 50rb, tbtb denda 30? itu bunga macam apa kayak gitu, mending matiin aja fiturnya, inimah sengaja ga jelas notifnya biar dapat uang haram, tau gt nonaktifin aja","mantap, info pembayaran paylaternya lewat chat gojek ya, sangat tak terlihat, blajar dr toko oren dichat wa. gaje bgt gada info notif, tbtb denda 50rb, tbtb denda 30? bunga macam apa kayak gitu, mending matiin aja fiturnya, inimah sengaja ga jelas notifnya biar uang haram, tau gt nonaktifin aja",mantap info bayar paylaternya lewat chat gojek ya sangat tak lihat blajar dr toko oren dichat ke wa gaje bgt gada info notif tbtb denda 50rb tbtb denda 30 itu bunga macam apa kayak gitu mending matiin aja fiturnya inimah sengaja ga jelas notifnya biar dapat uang haram tau gt nonaktifin aja,dr toko oren wa . gaje bgtb 50rb 30
