user,review,rating
Jathniel Alade,By far the best messaging app I've ever used. I don't believe that should be an argument. But I wish when I delete a message it didn't show that I deleted it. And I often forget to send messages so having to draft a message and schedule when it would automatically send on its own would be really helpful. But the app is great nevertheless.,5
Jithin Jose,"1. 'Mark as unread from here' option in chats. 2. Option to notify people that you've marked it for later. 3. Option to sort statuses by oldest, so that we can watch them all before it expires. 4. Automatic status change isn't needed (except for videos) we'll change it by touch. 5. Unavailable-days mode needed. 6. Scheduling messages. 7. Dark theme could've been pure black, not dark grey. Thumbs up 👍🏼 If you want this to be implemented.",2
Saptak Sarkar,"Recently it's giving me great user experience, but there is just one thing that I hate the most is that, in the status bar, if someone gave any type of statuses, they've just showed us the exact time when it was shared, like 5h ago, 10 minutes ago. I lowkey just hate it. Please bring back to normal, show us the exact time when the status is shared or someone showed our statuses.",4
Vechisalu Nukhu,"Terrible. As an app that is used all over India, especially one that's the staple for communication in the country, it's disappointing that the backup/transfer options don't work at all when switching to a new device. I can't count the number of times I've had to log in and out of my old phone trying to transfer chats to my new phone, while also dealing with the fact that my old phone was dealt with longer and longer wait times for verification options since transfer kept failing at 97%.",1
Mel Miranda,"When I upload videos to my status it uploads with audio not on time with the video itself, playback issue in other words and the photos and videos I upload to my status are also uploaded in a super low quality it's just pathetic. Channel updates get all bugged and you can't scroll through them, horrific experience with all the bugs this app has",1
Chidinma Emenugha,"I recently changed my phone and reinstalled the WhatsApp App. I noticed that I no longer have the option of choosing among files when responding to someone's chat with a particular media. Also, for an App that's regularly being updated, you'd think that the quality of photos and videos would have improved. Guess that's a major hassle for Team.",1
Mandy Grey (Mooncatxx),"Update said it was urgent , & current version of whats app HAD to be replaced. or the phone would not work. I immediately followed the instructions. Since new app installed my phone is glitchy as hell ,causing chaos on calls etc the new app shows it installed yesterday. Not, 30 mins ago its some stupid bubble theme for messages backdrop. Im concerned my phone has been infected. reliant on mobiles security alone. Till I get home Monday I'm Not impressed just very pissed off 😡",1
naz,"1. features are too late. 2. send status but the picture or video suddenly blurry 3. sometimes, people that I saved in my contact didn't show when I typed their name. It disappear and I had to do this all over again! 4. send status as annoying now, please bring back the separated albums for easy access to choose!",1
Aa,"Notifications have been broken for over 6 months now. It only delivers notifications silently without vibration, which has made me not notice countless messages. When I used the in-app support, the ticket was closed with no response. When I made another ticket weeks later there was an automated response essentially saying that the notification issues are ignored. Also no way to block creepy spam callers, they can only be muted.",1
TEVIN MOODLEY,"Generally good experience, having issues storing whatsapp chat backup over the years of use onto the device storage (Last backup 2021, very difficult to transfer everything to new device), please find a way to compact total app and all media storage files. Small suggestion for improvement: Allow for voice notes to be captioned while recording-would assist for faster, clearer communication and future reference for important information",4
angus,"You should remove the status thing where you can follow companies and all of that - it seems useless and is quite annoying. Also, you should be able to mute someone without any options. Just do it in one click. So their messages come through. You just don't get a notification or a sound. Maybe there should also be another option where you can decide if people can see if you're on WhatsApp or not. Other than that it's quite good.",5
E P,No Notifications on S24 Ultra. I'm so annoyed. This app worked great for years on iphone. After switching to a Samsung I realized it's the only app where notifications don't come up on the lock screen regardless of settings. Regardless of whether it's locked or unlocked. Very very frustrating. I have to tap my screen every time and then it only shows the tiny little whatsapp icon/bubble but not the actual messages. No idea when notifications are coming in or not.,2
Paula Rakowska,"The app logged me out randomly. After I logged back in, the app never recovered some messages and multimedia, so I lost them. This is very disappointing, unacceptable 😡 I tried contacting the support, they sent irrelevant answers, and the chat us an automatic bot, which does not provide any help. What a catastrophe.",1
Adam Toynton,HELP! Your app has really helped me stay in touch with my Mum and we share photos and messages every day. HOWEVER over the last few weeks when I write a message and attach a photograph only the photo is sent and the message disappears. It's a really frustrating little hiccup with the app and hope someone at WhatsApp is able to have a look at it as a Reddit forum shows that a lot of people are suffering from the same issue irrespective of whether they use an Android or Apple fone.,4
Raymond Wachaga,"Consider adding a reading bookmark feature in group chats. Some groups are really active and staying up to date in a single session can be a daunting task. Unfortunately the moment you open the group chat and read through a couple of messages then navigate out to another chat, all the messages you did not read are marked as read and you have to scroll back all the way up to where you left of, hoping something will look familiar.",4
ADIKWO NATHAN,"WhatsApp is a fantastic messaging app that combines simplicity with powerful features. It's perfect for staying connected with friends, family, and colleagues through texts, calls, and video chats. The end-to-end encryption ensures privacy, and features like group chats, status updates, and file sharing make communication seamless. Highly recommended!",4
bella,"There is a problem Ever since I updated the app, anytime I want to send a video to someone or my status.. there is always some extra minutes to the video. The exact place that the video is meant to end will then freeze meanwhile the other minutes of the video will keep playing. But the video will still be frozen. Please Whatsapp should do something about this.",3
David Moreira,"Forces you to give access to contacts so they can mine your data. Without it you can't backup, and easy to lose all of your chats and history due to error prone workload to transfer data to a new phone. For example if you log in ti WhatsApp on a new phone it will log you out of your original phone and ALL your chats are gone/inaccessible henceforth. If you accidentally uninstall WhatsApp on your phone, ALL your data is gone/inaccessible after you reinstall it since you don't have a backup.",1
Sausha,"I really like what's app and it's features. It easy to use, has encrypted messages, and allows you to use less data for calls. Plus you can video chat, attach files, call and delete your messages for both you and the other person if you make a mistake",4
Jason Sheffield,"👏Meta for including AI in this application. This essential app is known for its diverse, multimedia-rich formats and its immediate direct one-on-one and group chats. Users confidently use it knowing that messages are end-to-end encrypted keeping them private 👌. I suggest that new users be aware of the media-sharing. You can end up with everyone else's images from groups added to your own. Hopefully, in future updates, there will be enhanced ⚠️ warnings before confirming this option.",5
Md Samshe,"This is the best messaging app with top-notch security and seamless performance. It offers fast messaging, high-quality voice/video calls, and end-to-end encryption for privacy. Group chats, media sharing, status updates, and real-time location make communication effortless. Multi-device support lets you stay connected across platforms. Channels and communities enhance engagement. With regular updates and a user-friendly design, it’s perfect for personal and professional use. Highly recommended!",5
Lacie Tuliszewski,"Cannot even use the app because it kept getting stuck in initializing. When I tried deleting and re-downloading, I received the message that I was banned due to spam. When I tried to submit for review, it errored out. When I tried to submit a request through the website, it errored out. Totally frustrated",1
Rahul Barwar,"#videocall Use-Friendly Interface: WhatsApp’s interface is clean, simple, and easy to navigate, making it accessible for users of all ages. Group Chats: The app supports group messaging, making it easy to stay connected with family, friends, or colleagues. Groups can support up to 256 members. End-to-End Encryption: WhatsApp encrypts messages end-to-end, meaning no one, including WhatsApp itself, can read your messages.",5
Gabriel,"Whatsapp wants to have a gallery of its own instead of relying on the system but can't do the job done in the slightest. Who even greenlit this. Why did you first hide the gallery button, then now remove it altogether. I gave permission to full access and yet it only sees four folders. What do you think am I gonna do with a ""cloud media app"" button? I can't send photos to people! Also it's 2025, let us crop videos in the editor, the technology is there.",1
mukthaar goolam,"It works perfectly fine but since this month, I experienced that if I don't go into the application, no messages show on the notification panel. Second issue I have is when I read a message after going into the application the notification panel still shows the notifications, so I need to manually swipe notifications on the panel after they are read and responded to. Last issue when you double click someone's profile picture it opens either previous conversation or locked chats folder.",3
Jacita Iwuoma,very okay and good service provider.easy to access. educational and always available. reduce work load. help for contact connection. strength forward answers. correct ones mistakes. fast and does not delays ones demands. No cost attached to everyday use. it's good. it's worldly use. No limitations in answering questions. provide service all the time. Does not disappoint. its awesome. it's wonderful. it's highly recommended by the entire world. thank you so much for giving us Whatsapp.,5
Muddassir Iqbal,"I hope this message finds you well. I recently purchased a Google Pixel 9 Pro XL, and I am experiencing an issue with WhatsApp audio calls. When I make an audio call and WhatsApp is on my screen, the other party can hear me perfectly. However, when WhatsApp is running in the background and another app is in the foreground, the other party cannot hear me. Bringing WhatsApp back to the screen resolves the issue temporarily.",1
Arup Majumder,"WhatsApp is not working with the new Samsung Galaxy S25 Ultra. It's unable to restore chat from Google back up. Stopped at 69% and showed an error. Tried the chat transfer option, and it didn't work either. It stopped at 97% and showed an error. Same backup, did work without issue in 4 other different Android devices from 3 different companies. Issue definitely between Whatsapp and Samsung S25 Ultra.",1
Dr. Ahmad Mehar,"I humble requested that have added/ modifications in about channel or other chat's:- 1:- add a functionality in channel disabled auto-download voice message or by itself manually. Bcz someone's have many channels join/follow,in every channel daily many of voice messages comes and it's extra load of burdens in mobile memory. 2:- In normal chats to unwanted cleared by itself, can it's possible to cleared function used in channels to removed unwanted channels msgs or etc on person side.",1
Ferdian Chitarfatiyo,"Good for communication with friend. I hope you can add some feature like i can add song when open my group chat. Every group chat will be different theme song. This setting only for individual user so other party not hear the song. The song will repeated until i close the group or minimize the app the song stop playing. The song when add will compressed like you compress the file for send a message, so size not oversize for app. Thankyou for making this app.",5
md mujtaba,"Recently I deleted my WhatsApp from my phone and then I had my backup option on but then the chat weren't able to get restored, and i tried doing all possible tries none of it worked. I tried to contact team unfortunately the team was also not able to help me with that. The chats were so important but they are all lost.",1
Dambo Sam,I don't know why my account keeps logging out from time to time. Next thing is to request for review. This particular issue also persisted with my other account until whatsapp couldn't register it again. I have pleaded for a permanent solution each time I am logged out all to no avail. I want to believe there are no humans reading our complaints or addressing issues. They are just programed.,2
anilkumar muraleedharan,"I’ve been a long-time user of WhatsApp, but the latest update has been incredibly frustrating. The app has not responded every time I try to use it, making it nearly impossible to send messages or access my chats. This issue severely disrupts communication, which is the primary function of the app. I urge the developers to address this problem as soon as possible. A timely fix would restore my confidence in the app. Until then, I’m left disap",1
Vivian Nkiruka Nwosu,"The app is very good and functional but I think it can do better, like in group or normal chats you can't return to the same chat you left when you didn't finish reading the rest it just takes you the bottom of the chat this same feature is available in the iOS version of WhatsApp. Their is a bug in the status, when new media get uploaded they don't do so in the time they were uploaded and so they appear at random. Please fix all this issues.",3
PRASHANT (PRASHANT CHOUDHARY),"""I'm extremely disappointed with WhatsApp's handling of user privacy and chat backups. Despite regularly backing up my chats, I recently lost all my conversations due to a so-called technical issue. When I tried to restore my chats, the app displayed an error message saying 'Something went wrong.' This experience has made me realize that WhatsApp doesn't prioritize user data protection and backup security. It's unacceptable. So please be careful.",1
Adarsh Adarsh,"WhatsApp is great. I have a SUGGESTION : Suggestion is, There is no option to add music in the status. We cannot add a music to our picture or videos in the status options. After adding the music options in WhatsApp status, it would be more great and amazing experiences for everyone. Please consider this as a common interest and, Kindly do the needful..",5
Efosa Ebuehi,"Okay... The regular updates are nice—something new every once in a while. But, some old features that were quite useful suddenly get phased out and that leaves users frustrated. For example, is it just me or is the emoji button on text-style status update suddenly gone? And this stock keyboard on my Android just doesn't have all the WhatsApp emojis I like to use. Please, for the love of humanity, bring the emoji button back on the text-style status updates. Bring it back now!",3
Sarathy Satagopan,"Dear WhatsApp Team, as an introvert, the Status feature has been my go-to for starting conversations. But the new 'like button' 💚 has made it harder to connect. People just 'like' the status and move on, leaving no opportunity for meaningful chats. It's like a door closes before it even opens! Please consider giving users an option to disable the like button to encourage actual replies. Help us introverts keep conversations alive!",2
Nic K,new update of sharing images with contacts sucks. message you write that is attached to he image is erased if you minimise the app and reopen it. if you want to edit what you have written it starts highlighting the text wherever you click. erases the entire attachment if you scroll down by mistake. Why would they make this update. ☠️ Classic Meta,1
Hussaina Afrin,I am so disappointed with this app as it automatically deleting my pictures and videos downloaded from whatsapp from my gallery. I keep changing the settings and it still occurs to happen over and over again and at times I do not realise that the media is being deleted. Finally it's at the cost of my beautiful memories to that is being deleted because of this app. Very dissatisfied.,1
Anisha Menon,"I find the most recent WhatsApp update to be really annoying. The status update is now arranged horizontally instead of vertically as it was before. Please keep it easy to use and prioritise privacy, which is severely lacking. Spammers have begun contacting us without any requests, and if this keeps active you will soon lose users. I hope you see this and take appropriate action.",1
Marcus Wong,"The app is fantastic and packed with useful features. However, since the recent updates, my earbuds have been stopping music playback while I’m texting. I'm unsure whether this issue stems from the Android firmware, security updates, or the latest WhatsApp updates. I'm currently using the S24 Ultra, running the latest Android 14 firmware and WhatsApp version 2.24.25.77.",2
Inganathi Dlamini,"It's a good app but i think all these new updates are just unnecessary and a bit much for a massaging app i feel likes there is too much going on , I was still adjusting to the fact that the statuses are suddenly horizontal then the layout of the statuses changes again? It feels and looks like Facebook, I just like the way it was before. It's just too much now",3
Laure B.,"awful update than when you type text and go to add a picture, if you close/reduce it or open it fully wrong, your text has been deleted. choose picture or file THEN add text, or copy, else it will be discarded no warning just plain awful, absolutely unecessary update the ""half open"" way the gallery open. why? so confusion and then it deletes your message??? is that a bug or just awful design?",1
AJ's Marvel,I'm unable to open my WhatsApp account. It's always showing whatsapp keeps stopping. Please do something. It's urgent and I have erased all the data from my phone due to this irrelevant error. Get the solution as soon as possible. This is so much ridiculous. I didn't expect this kind of service from whatsapp. Till now there is no proper solution.,1
Elizabeth Biernacki,Voice calls and video calls are 100% audible and clear. Messaging is smoother with the new feature where you can see when someone is typing below the last message. It made waiting for their reply more enjoyable and less uninteresting. The new feature that allows you to like someone's status makes communication a lot easier.,5
Rahul Shelar,"Hey whatsapp, you should add an option to silent the incoming video calls, just like we do with normal calls, by pressing volume key it goes on silent. unlike whatsapp video calls, it's so embarassing/ irritating sometimes if one gets a video calls in a public environment like office, library, college and the person don't have any option to put it on silent at that moment it feels so helpless and embarassing. btw I didn't expected WhatsApp would miss out on such a basic feature.",3
Benefit Onyeka,"I'm giving it a three because of my dissatisfaction with it's latest update feature, the voice note transcripts. I downloaded the update because i have been using it on Snapchat and so seeing it on WhatsApp was quite exciting, only to find out that the update is not working. All the voice notes I've made since I've downloaded the update have no transcripts. I have checked the language settings and still it's still not transcribing my voice notes. Pls fix this",3
Mel,"I like the feature of having 2 accounts (2 numbers) on the same app, although it makes me lose visibility on notifications. The problem is for incoming calls: if I'm in account A and someone calls me on account B, I will miss the call and only get later a notification that someone tried to call me. Quite annoying. And there is absolutely no solution I can do to avoid missing calls",3
Mohit kumar Pandey,"WhatsApp’s the king, always on fire, Smooth chats and calls, never did tire. But the new update brought a twist, Glitches and lags that can’t be missed. Messages freeze, and screens delay, The seamless vibe just slipped away. Meta, we love this app so much, Fix the bugs, bring back the touch!",4
shepperd strudwick,"Quite miraculous. My only thought or opinion is please dont make the same mistake as Skype, which was simple in the beginning and then went thru a frenzy of updates adding more and more changes and ad-ons that made it tiresome to use, memory hog and changes just for the sake of appearing busy in the background. End of rant. Keep it simple!",5
Fawaaz Bardien,"Its a good app and all but ive been having some issues like, whenever im on a video call with a friend and i screen share i get disconnected grom the call and for some reason whenever i ask meta ai a question it doesn't respond, ive sent multiple messages but it just doesn't respond to me i tried resetting the chat but it doesn't work. Could you please fix this bug. Thank you.",4
Ismail Von Schaeffer,I'm not sure what the problem is or whether it's the app or android magic os version but when my honor 90 is on silent with vibration what's app remains on silent without vibration having me miss calls all the time. The notification settings are all setup correctly but still it does not vibrate. Tried all troubleshooting tasks but still remains the same. Please help,3
JAMIU OLANIYAN ABDULHAKEEM,"Lots of bugs these days... Scrolling; sometimes when you scroll down, it scroll pass you intended. Like jumping to another place entirely. The new status view for those that have joined channel is something else, one status view will be very big and some small. Lastly what happened to search that brings chat results? Now it only shows contact. So I have to click on the particular person I'm chatting with to find a word.",1
sort aches,"Things are fine with chatting but with backup restore worse. Even if you have a backup file and you manually want to restore previous chats and files, best of luck cause it's a hit or miss thing. I lost all conversations when i changed my phone, super annoyed to the fact that I trusted the daily backup too much. And WhatsApp customer service, don't even get me started. Poor customer service, bunch of automated messages is all you'll get.",1
manthu mahanthesh,"Everything is nice. But it's even more awesome if it's have a facility to remind frnz birthday... One thing to implement is to facilitate to edit message we sent for any correction or any additional information. Please do this, this will be very helpful It's very very important thing is to give options to send message to any whatsapp number without saving it. Another one is searching message should have option called date based searching, so we can directly go to some messages by entering date",3
Rabail Zaheer,"I don't know if there's a bug or something. I can't see the blue ticks in my chat even from the past conservations of more than a year ago, AND NO, I and the person don't have their read receipts off, they can see the blue ticks in the same chat but I can't, kindly resolve the issue. It's irritating.",1
David Joe,"Whenever I am posting pics or videos to my status it stays longer like hours sometimes half a day before it uploads to my status and that tires me out ,not that I don't have data or enough wifi bundle but it still doesn't work even though the signal is clear. You guys should really fix this and I don't want you guys telling me it's due to the network am using because that's not it. Also sometimes the microphone sometimes disappears making me feel bad like what is really the cause of this ??!!!",3
SDC Design,"I can't see to send WhatsApp photos to friends and family . Whenever I try to send from inside the chat or through gallery , the whatsapp preview photo goes Black and upon sending it hangs . It's not a permission issue . It's not a OS issue . It's not a internet connection issue . It's not any of the generic issue . It's a proper bug . So kindly look into it . Thank you.",1
Angshul Sana,"I really liked Meta AI profile photo maker.! This thing should be fixed soon, 1. In the settings the the RINGTONE sound is set as the phones default NOTIFICATION sound, which is not ringtone! New WhatsApp downloader installs and then someone calls and the notification sound play again and again! Then we have to change it by WhatsApp settings manually. 2. The biometric lock appears twice while opening message from notification.",5
Avi Rana,"Black screen issue: Screen becomes black whenever I use calling feature. Screen becomes unresponsive, this causes serious problems, unable to end call or do anything else. Even we can't switch it off.. I used the last resort to overcome this, i.e., three key combinations. This usually happens when the other person being called is offline..(*like a forever loop..)",1
Stephen Adewole,"Please remove this notification that pops up after you send a status. A lot of times, it pops up when I'm typing and coincidentally when I want to click send, I click undo. It's annoying to go and have to repost statuses all over again. It's not necessary at all. When I post statuses I know I posted the status, I don't need to be notified of something I did by myself. Thank you.",1
Jason Loh,"App started crashing a few days ago (presumably from an update) and I have tried various solutions (clearing cache, deleting app and reinstalling) but nothing works. Wrote to support for assistance but received replies that are unrelated to the issue. I am at a lost. Sigh.",1
Alex-Lee Nimrod,"I love WhatsApp so much. I also love the new features where u can change the theme and stuff. It's a great app for chatting and calling, BUT the only problem is when I wanna post on my status or send a video to someone, the quality is different and I don't like when it does that. PLEASE FIX IT!!",5
Shahan Chahinian,I use whatsapp everyday! For the the past 10years! The last update sucks!!!! Cant select multiple photos/videos. Cant choose right away from gallery like before the first albums are whats app chat pictures. I would like it to go back how sending picture/video attachments were please!! Not only me other users feel this way also! Please fix this issue! Update its back to normal! And happyyy,5
nasir Iqbal,"It is one of the best social messaging apps and calling apps. While they have tons of features, they really need to allow Medi to upload upwards of 100MBs. Also, it would be great if they make it more UX friendly. After the channels, it feels very cluttered. But anyway - a great messaging and calling app. Hopefully they will improve seamless syncing between companion devices. Overall it is perfect.",5
Manan Roy,"The app has improved a lot. Still there are some rectifications needed. 1. When someone video calls, we should be able to silent the call by tapping either of the volume buttons. Just like regular phone calls. 2. When someone sends a phone number in a chat, we can call that number over whatsapp only. But the feature of dial with phone dialer must be added.",4
Tahseen Talib,"For the last few days, whatsapp has been crashing continuously soon app is opened. This has started to happen at the same time on 3 family phones, different models, & android OS. One thing in common is that the whatsapp is in dual messenger mode in all of them, and only the primary whatsapp is crashing. I thought it would be bad update and effecting many devices . Yes, I have tried all general tips, including cache, restarting & permissions, etc. I will revise my rating soon problem settles.",1
Anita Jonathan,"Well it's really good,new features are been added almost every day and they are cool... But am trying this new feature ,on how to transcribe voice messages (voice note),but it's not working.... though now am updating it to see if it's works... But apart from that it's a really good app...",4
Mazvita Michelle Kapanyota,"Whatsapp used to be my most favourite communication tool. It was easy to use and reliable. Within the past month both my personal and work accounts have been wrongly flagged so many times, thereby greatly inconviniencing me. The support team really was not helpful because my problem is still unsolved. I'm hoping Whatsapp puts its house in order and restores its reliable, topnotch service.",1
Triumph Nzefili,This app is really good I love the app so much. But yeah I just don't improvement I would like the owners of this app to know. Like in a group chat there should be a way to send messages for only some set of people and block the other set of people from the message. And also this applies to calls. And then in a group chat it should be able to see all the messages sent by one person all the images audios and videos. Thanks.,4
ايمن خليل,"WhatsApp is more than just a messaging app; it is a seamless bridge connecting people across the globe. With its user-friendly interface, end-to-end encryption, and instant messaging features, it has revolutionized the way we communicate. Whether through text, voice, or video calls, WhatsApp ensures that distance is no longer a barrier to staying in touch with loved ones, colleagues, and friends. Its group chats foster collaboration, while its status updates add a personal touch to daily.",5
Moses M,"Why is it hard to upload a picture, since the last update, December 11 2024, whatsapp has issues, can't upload photo, sending videos, photos takes forever, a photo of 1mb or less, used to take seconds, now it takes more than 15 minutes, what have you done with the app?? I wish I never updated, I wish I can revert to the old version, it worked perfectly",2
Mzamo Jili,"I am facing a problem when trying to send audio and also video call picture isn't clear sometimes and voice often breaks and can't hear the other part clearly. Please just improve vedio cal network status and if possible, please add some settings to enable us to do self service. Instead of going to help center...",3
Charmaine Liu,"If I could give zero stars, I would. Honestly, WhatsApp isn't sending out my messages when I have WiFi, so I have to switch off my WiFi and turn on mobile data instead. Even then, it still takes a very long time for my messages to be sent out. And I backed up my phone recently, but apparently it isn't in the system, so after reinstalling WhatsApp, my chat history is from September. I lost at least 3 months worth of chat and data because of this. WhatsApp, please fix this problem. 🤬",1
sahil thakare,"Whenever I attempt to use the WhatsApp application on the large display of my Samsung Fold 6, I encounter a frustrating issue where the screen freezes completely, and none of the touch commands respond. This forces me to press the power button, which takes me to the lock screen. After that, I have to reopen WhatsApp to regain functionality. Unfortunately, this is not a rare occurrence; it happens every single time I use the app, making it an ongoing problem that disrupts my experience.",2
Athar Khan,"1. Even if I send a picture or a file, it indicates as forwarded. Fix this. 2. Remove the image compression. Often I send pictures or long screenshots containing text and my friends cannot see the text because of quality compression in Whatsapp. When I reached you via email, You replied, 'To avoid low quality profile pictures, we suggest using an image with height and width of at least 192 pixels.' A user will not check all those criteria before sending image.",2
Adityaraj A.,The last couple new updates have tampered with the MUTE settings - Earlier there was an option to Mute a chat and a seperate option on whether or not to still see the notifications. The new updates have failed to give the option to disable notification for the muted chat - thereby making it so that the chat would be muted Howe the notification would still show up. Please rectify it ASAP.,1
Mohamed Yasir,"WhatsApp is hands down one of the best messaging apps out there! I've been using it since 2013, and it just keeps getting better. The app is fast, secure, and packed with useful features like voice and video calls, disappearing messages, and seamless file sharing. End-to-end encryption ensures privacy, and the ability to create groups and communities makes communication effortless. Plus, the multi-device support is a game changer! Whether for personal or professional use.",5
Missy Gray,"First Time User...Really Easy To Navigate & IMO I Enjoy The Privacy ....Lots Of Options For Stickers & Avatars...Which Is Great....I Haven't Had Any Issues So Far...This Is Day 2... Smiles For Miles 🤗🤗🤗 I Have Experienced One Problem....The Volume On Receiving Voice Messages...It's Real Ultra Quiet....Even, If I Adjust The Volume On My Phone...It's Not My Phone...It's The App...Please Fix This Issue....It's Aggravating When You Can't Hear Messages & Continue To Play Them Over & Over Again....",4
Rayselle Rayne Nicolas Petines,"Lowering the rate because of terrible customer service. Somehow, there's always a bug that needs to be fixed and yet instead of prioritizing a fix for them I receive new useless features instead of actual useful stuff that can enhance my WA usage. Can't even restore backup data without going through hell.",1
Ashwin Saikumar (Smiling Ghost),the UI is impressive but the lock chat features is by passable and not recommended for everyday use.. if someone is locking the chat then it should remain locked right. but whatsapp lets you by pass this idk how. same is the case with instagram you are able to login in another phone with the two factors authorised enabled. it doesn't make any sense. META SHOULD REALLY WORK ON THESE ISSUES. THAT WILL BE APPRECIATED,2
Muktar Iddrisu,"I've been using WhatsApp for my class group, and while it's great for messaging, it would be fantastic if it had a built-in feature for collecting names and information. It would simplify things a lot if there was a way to create polls or forms, so we don't have to manually copy and paste. Hoping to see this improvement soon.",4
ankita sisodia,Once by mistake on video calls I selected a background color. Post that I tried to remove and reset the background on front camera. The background doesn't go. If there is a glitch then kindly fix and update the app. I tried every possible solution to fix it but it isn't going.,1
Oppong Ampofo,"""Great app! Smooth performance and reliable messaging,Top-notch app with seamless communication and regular updates and also Excellent experience! Fast, secure, and user-friendly, Best messaging app! Keeps getting better with every update last but not least Superb app! Easy to use and great for staying connected.""",5
Sahil Sarkar,WhatsApp is best messaging app till now.. But I have one inconvenience.. I have added a lot of stickers in my favourites for almost 6 yrs ..but after that recent update some new stickers are not adding It's saying added to favs. But actually they are not added..I tried numerous times. I tap add to favs but they don't add ..just always shows .add to favs.. Not all new stickers but.. some gets added while some not..IDK what's wrong!! I hope it will be fixed soon!,3
Lebo T,"Hi, WA is really helps with easy communication. Two suggestions please: 1. Could we have a 'Send later' function on WA, this would really help for messages that don't* need to be sent immediately but are important. 2) Also smileys/emoticons tend to change back to default yellow colour even after it has been changed.",4
Paul Browning,"I really can't understand why this app has so consistently been rubbish at transferring to a new phone. It's amazing - it didn't work 18 months ago, it didn't work a year before that. Surely they must have been able to fix it in that time. The answer is they can't want to fix it. I don't know why, maybe some way of forcing you to upload everything about you and your friends to their server. If they wanted to fix this they could, would have done it years ago. They are NEVER going to fix this.",1
Farhana,"I updated WhatsApp to the latest version (Jan 21) hoping it would fix the chat backup restoration issue, but it’s still the same. Media restores fine, but chats don’t, showing the same error: 'Sorry, we were unable to restore any of your messages.' I’ve contacted support multiple times, but nothing has been resolved. It’s disappointing that such a long-standing issue still hasn’t been addressed.",1
Sagar S,"Once I ported my number, WhatsApp Payments just stopped working and asking me to set up again with new number, but that's just not the case. Plus, there's no way I could self transfer within different bank accounts because WhatsApp simply doesn't have the option to do that. PiP Mode is limited to YouTube, and doesn't work with other multimedia apps like Instagram, Facebook, Twitter, Snapchat, and TikTok. The web version is unable to load thumbnails on time. It's average at best.",1
Laraib Khan,I think Whatsapp needs to update its existing features and let it stay a messenger app and not force it to a community application. Status privacy needs a little upgrade and fixes. My WhatsApp status privacy shows 79 included when I have hardly 10 selected. The upgrade I am anticipating is Snapchat inspired. Would love to have instant shortcut keys in status sharing/privacy feature. Where you will have multiple batches of people selected so you can select multiple people for different status upd,1
murmur putri,"Right after I updated my WhatsApp a few days ago, I can barely send any images or videos properly without my phone being lagged and crashed. It is so effing annoying as it affected the status as well because whenever I picked a picture to be posted, it will take minutes to appear on the screen. Can you fix this issue? WhatsApp is my main way of communication so I wouldnt be able to imagine if I ever have to uninstall it due to the crashing problem.",1
Itohan Asemota,"Please work on your status mentions. Each time I tap on the @ symbol, no contact or group shows. It just keeps rolling like it's loading for a very long time. I've updated my WhatsApp version thinking it's probably because I didn't update it, but it's still the same. My phone's android by the way. Thank you!",3
Kelly Grace,"Meta, stop making the fonts of usernames smaller. It looks terrible. First it was instagram, then whatsapp. it looks hideous, just bring back the username having a big font and leave it be. These updates are just unnecessary. Focus on necessary updates such as the file button thats was recently added on the status section working and navigating to your gallery.",4
Thor Zammer,"Great app except..... Suddenly I can't access my albums to add photos to my status! I have to go to camera, then photos, then gallery!! Crazy. Lots of people have this problem now. Also, I use copy all the time, but bookmarks or pins rarely. Why is copy in a menu now?! Crazy! Also, the scrollbar in a convo is so tiny, I literally cannot use it! Also crazy! Do devs never use this app themselves?",2
Abdullahi Sulaiman,"Not bad, but two issues, when viewing media on a chat, it combines all the media files whether sent or received, I feel it should be separated, also the status upload is terrible, it allows you write more than it can contain and when u upload it, you see half of what u have written is not there, also video trim for status is not good, u can trim 30seconds out of a 1 minute video and it will upload a different 30 secs from what u selected. Lastly you should select what u want as the app lock",5
Gryd CG “Toby”,"Okay recently there has been a lot of bugs in the app like glitches and statuses are transparent behind them, but the most annoying is when I'm on a call and I leave the app, and then my mic stops working... Like the green dot to signify that the mic is being used disappears. It also happens when my screen turns off",1
ovana kanyanda,"Absolutely hate the new way of selecting photos. The old way was much better and easier to use. The current one is just so tedious. Please bring that way back or at least make it so that this ""New"" way makes it easier to access all the folders with pictures/videos on the phone. Imagine having to go to my gallery every time I need to send something to someone whilst in chat.",1
Rita Ododo,"it's indeed an amazing app. Literally the only social media I'm always active on but unfortunately, I have a problem with the updated version. Normally, when I'm about to post a write up, I make use of WhatsApp emojis rather than the ones that come with my keyboard but now, that feature has been omited. I can only use the WhatsApp emojis when I want to post a video or picture but not write ups. Please, I'd love for this to be rectified.",3
Lee,"Poor privacy. Run by Meta. Unencrypted chat backups. Video call quality is often atrocious and unreliable. Selfies automatically mirror, which is annoying. Blocking someone doesn't hide their icon, name and/or messages in group chats, which is very annoying (other apps manage this just fine). Eventually, WhatsApp will be replaced.",2
Osaloni Anuoluwapo,"I was using a phone number before I started seeing changes like 'I can't open my account on whatsapp'. Thought it was network until I had to fill in a review and the app came up running again. But it happened for like a few weeks. Became frustrated and decided to register a new SIM and the same problem still continued. Now, I can't even register any of the two phone numbers as none can let me register on this app. Pls I would like a suggestion or an advice on what to do.",1
