title,description
Interbi 1% Cream 5 G,"Interbi (Terbinafine HCI) merupakan krim antijamur yang berfungsi untuk membantu pengobatan topikal pada infeksi jamur kulit dan kuku seperti kurap, gatal selangkangan, dan kutu air. INFORMASI PADA KEMASAN : BPOM No : DTL0217617529A1 Cara Pakai : Terbinafine krim dioleskan 1-2 kali sehari pada kulit yang terinfeksi dan daerah sekitarnya secara tipis dengan gosokan lembut. Sebelum krim dioleskan, daerah yang terinfeksi dicuci dan dikeringkan dengan hati-hati. Umumnya lamanya pengobatan sebagai berikut : Tinea corporis/cruris dan kandidiasis pada kulit : 1-2 minggu, tinea pedis: 2-4 minggu, dan pityriasis versicolor 2 minggu. Khasiat : Digunakan untuk pengobatan topikal pada infeksi jamur kulit seperti Tinea corporis, Tinea cruris, dan Tinea pedis yang disebabkan oleh Trichophyton ( Tinea rubrum, Tinea mentagrophytes, Tinea verrucosum, Tinea violaceum), Microsporum canis, dan Epidermophyton floccosum . Untuk pengobatan cutaneous candidiasis serta pityriasis versicolor. Kontra indikasi : Penderita yang hipersensitif terhadap Terbinafine dan zat tambahan yang terkandung dalam krim ini. Perhatian : Terbinafine hanya digunakan sebagai obat luar. Kontak dengan mata, hidung, mulut, dan membran mukosa lainnya harus dihindarkan. Efek Samping : Pada penggunaan topikal, kemungkinan terjadinya efek samping sangat kecil, seperti iritasi lokal, eritema, rasa terbakar dan kering pada kulit. Komposisi : Tiap gram krim mengandung : Terbinafine hydrochloride 10 mg Cara Penyimpanan : Simpan pada suhu dibawah 30?C Kemasan : Dus, 1 Tube @ 5 g Diproduksi Oleh : PT Interbat Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya Expired : Expired Min > 3 Bulan"
New Enzyplex 4 Tablet,"New Enzyplex memberikan pasokan enzim pencernaan, Vitamin B Kompleks, serta Dimetilpolisiloksan untuk membantu proses pencernaan dan metabolisme yang baik. Amilase mengubah karbohidrat menjadi glukosa, fruktosa, dan galaktosa Lipase mengubah lemak menjadi asam lemak dan gliserol Protase mengurai protein Asam Desoksikholat memecah lemak sehingga mudah dicerna oleh lipase Dimetilpolisiloksan memecah gelembung-gelembung gas dalam lambung, sehingga mudah dikeluarkan Vitamin B Kompleks membantu proses metabolisme protein karbohidra Indikasi : Membantu proses pencernaan, bermanfaat mencegah dan mengatasi gangguan pencernaan seperti rasa sebah, kembung, rasa penuh pada lambung dan keadaan-keadaan dimana dibutuhkan peningkatan enzim pencernaan seperti makan terlalu banyak, intoleransi terhadap makanan, salah cerna dan lain-lain gangguan pencernaan fungsionil. Referensi : Keterangan Kemasan INFORMASI PADA KEMASAN : BPOM No : DBL 2104530717A1 Cara Pakai : 1 atau 2 tablet pada waktu makan atau sesudahnya atau menurut petunjuk dokter. Khasiat : Membantu proses pencernaan, bermanfaat mencegah dan mengatasi gangguan pencernaan seperti rasa sebah, kembung, rasa penuh pada lambung dan keadaan-keadaan dimana dibutuhkan peningkatan enzim pencernaan seperti makan terlalu banyak, intoleransi terhadap makanan, salah cerna dan lain-lain gangguan pencernaan fungsionil. Komposisi : Setiap tablet mengandung : Amilase 10.000 satuan Prostease 9000 satuan Lipase 240 satuan Asam Desoksikholat 30 mg Dimetilpolisiloksan 25 mg Vitamin B1 10 mg Vitamin B2 5 mg Vitamin B6 5 mg Vitamin B12 5 mcg Niasinamida 10 mg Kalsium Pantotenat 5 mg Cara Penyimpanan : Simpan ditempat sejuk dan kering, terlindung dari cahaya matahari Kemasan : 1 Strip isi 4 tablet Brand : Darya-Varia Diproduksi Oleh : PT. Medifarma Laboratories Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebagainya."
Sanmol Paracetamol Tablets,"Tebus Hemat Dengan Harga Spesial Rp 9.900. HeatP patch hangat untuk meredakan nyeri haid. Link : https://www.mandjur.co.id/products/heatp-plester-pereda-nyeri-haid FARMAKOLOGI SANMOL mengandung Parasetamol yang bekerja sebagai analgesik, bekerja dengan meningkatkan ambang rangsang rasa sakit dan sebagai antipiretik, diduga bekerja langsung pada pusat pengatur panas dihipotalamus. Indikasi : SANMOL diindikasikan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi, dan menurunkan demam. Terakhir diperbaharui : 20 April 2019 Ditinjau Oleh : Mita Saputri Lestari, S. Farm Referensi : Kertas Kemasan. INFORMASI PADA KEMASAN : No. Reg. : DBL 7622235610A2 Cara Pakai : Dewasa : 1 tablet, 3 - 4 kali sehari Anak 6 - 12 tahun : 1/2 tablet, 3 -4 kali sehari Atau sesuai petunjuk dokter Khasiat : Meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam. Kontra indikasi : Penderita gangguan fungsi hati yang berat Hipersensitivitas terhadap parasetamol Perhatian : Hati-hati penggunaan obat ini pada penderita ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi unit pelayanan kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. Efek Samping : Penggunaan jangka lama dan dosis besar dapat menyebabkan kerusakan hati Reaksi hipersensitivitas Komposisi : Tiap tablet mengandung Parasetamol 500 mg Cara Penyimpanan : Simpan ditempat sejuk dan kering, terlindung dari cahaya matahari. Kemasan : 1 Strip isi 4 tablet Brand : Sanbe Diproduksi Oleh : PT Caprifarmindo Labs Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebagainya."
Renovit Gold 30 Kaplet,"RENOVIT GOLD merupakan suplemen multivitamin dan mineral lengkap yang digunakan untuk membantu memenuhi asupan kebutuhan multivitamin dan mineral harian yang ditujukan untuk orang tua yang sudah mengalami penurunan fungsi kognitif. Khasiat dan Kegunaan : Membantu memenuhi asupan kebutuhan multivitamin dan mineral Membantu proses metabolisme dan meregenerasi sel Membantu memelihara daya tahan tubuh Membantu proses penyembuhan Terakhir diperbaharui : 01 Desember 2020 Ditinjau Oleh : Rirry Elvira, S.S Referensi : https://www.konimex.com/product/vitamin/vitamins/renovit-gold-1 Keterangan Kemasan INFORMASI PADA KEMASAN : BPOM No : SD 181 553 431 Cara Pakai : Dewasa diatas 50 th : 1 Kaplet sehari Khasiat : Membantu memenuhi kebutuhan multivitamin dan mineral pada orang tua yang sudah mengalami penurunan fungsi kognitif. Komposisi : Tiap kaplet mengandung : Vitamin A 2000 IU Vitamin B1 HCI 10 mg Vitamin B2 10 mg Vitamin B3 20 mg Vitamin B6 HCI 15 mg Vitamin B12 30 mcg Vitamin C 90 mg Vitamin D3 400 IU Vitamin E 30 IU Folic Acid 400 mcg Vitamin B7 10 mg Pantothenate 150 mg Calcium 150 mg Iodine 152.8 mcg Magnesium 100 mg Zinc 15 mg Selenium 25 mcg Copper 2 mg Manganese 4.56 mg Molybdenum 25 mcg Chromium 20 mcg Kalium 30 mg Chloride 27.2 mg Fosfor 115.3 mg Iron 27 mg Huperzia serrata herba extract 5 mg Lutein 2 mg Betacarotene 1 mg L-carnitine 20 mg Cara Penyimpanan : Simpan di tempat sejuk dan terhindar dari sinar matahari langsung Kemasan : Botol 30 Kaplet Diproduksi Oleh : PT Konimex Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebagainya."
Tablet Penambah Darah,"TABLET TAMBAH DARAH merupakan tablet salut gula yang mengandung zat besi dan asam folat. Zat besi penting dalam pembentukan hemoglobin ditubuh sehingga dapat membantu mengatasi anemia saat menstruasi, hamil, menyusui, masa pertumbuhan, dan setelah mengalami pendarahan. Asam folat digunakan untuk mengurangi anemia megaloblastik selama kehamilan dan masa pertumbuhan. Cara Pakai : Dosis : Dewasa : 1 tablet 1 kali sehari Ferrous Fumarate (zat besi) diserap baik saat perut kosong, tetapi dapat diminum bersamaan dengan makanan jika terjadi gejala mual. Tablet diminum dengan segelas penuh air mineral (240 ml). Tidak disarankan berbaring setelah minum tablet ini (setidaknya 30 menit setelah konsumsi tablet). Khasiat : Pencegahan anemia karena defisiensi zat besi dan asam folat Meningkatkan darah saat hamil dan menyusui Kontra indikasi : Haemosiderosis, haemochromatosis, ulkus peptikum, inflammatory bowel disease. Penggunaan bersama dimercaprol dan atau parenteral Fe. Efek Samping : Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Feses berwarna gelap, mual, muntah, konstipasi. Komposisi : Ferrous Fumarate 60 mg, Asam Folat 0,4 mcg Cara Penyimpanan : Simpan ditempat yang sejuk Kemasan : 1 Strip @ 10 Tablet Salut Gula Diproduksi Oleh : PT. HOLI PHARMA BPOM No : GBL 2117115416A1"
Maltofer Drops 30 mL,"Maltofer Drops merupakan produk cairan obat tetes yang mengandung zat besi. Obat ini digunakan untuk mengobati dan mencegah defisiensi zat besi dan anemia pada anak-anak, remaja, dewasa. Kandungan Maltofer : Besi adalah komponen penting dari haemoglobin, myglobin dan enzim-enzim yang mengandung zat besi. Defisiensi zat besi terutama seing terjadi selama masa kehamilan dan menyusui dengan gejala-gejala seperti cepat lelah, menurunnya konsentrasi, iritabilitas, perasaan gelisa, sakit kepala, hilang nafsu makan, peka terhadap stres dan infeksi, pucat, pecah-pecah di ujung mulut, kulit kering, dan rapuhnya rambut dan kuku Zat Besi dalam Maltofer adalah sebagai Iron(III)-Hydroxide Polymaltose Complex (IPC), yang masing-masing partikelnya terikat pada suatu polimer karbohidrat (polimaltosa). Hal ini mencegah perusakan oleh besi pada saluran pencernaan. Perlindungan ini mencegah interaksi antara besi dengan makanan. Selain itu, hal ini juga menjamin bioavailabilitas zat besi.? Struktur IPC mirip dengan ferritin, protein mengandung besi yang terdapat di alam. Karena kemiripannya itu, zat besi diabsorpsi melalui mekanisme alami. Terakhir diperbaharui : 23 Januari 2023 Ditinjau Oleh : Rirry Elvira, S.S Referensi : Keterangan Kemasan INFORMASI PADA KEMASAN : BPOM No : DBL 0304128636A1 Cara Pakai : Bayi (usia sampai 1 tahun) : 2-4 tetes sebanyak 1 kali/hari Anak-anak (1-12 tahun): 4-6 tetes sebanyak 1 kali/hari Anak > 12 tahun, dewasa, dan ibu menyusui: 4-6 tetes sebanyak 1 kali/hari Wanita hamil: 1-2 ml sebanyak 1 kali/hari Khasiat : Untuk pengobatan pada defisiensi zat beesi tanpa anemia dan anemia defisiensi besi. Terapi pencegahan defisiensi zat besi untuk memenuhi angka kecukupan gizi (AKG) selama masa kehamilan dan menyusui, untuk anak-anak, remaja, wanita usia subur dan dewasa (misal vegetarian dan orang lanjut usia) Kontra indikasi : Kelebihan zat besi (misal : haemochromatosis, haemosiderosis) atau gangguan pada utilisasi zat besi (misal: lead anemia, sidero-achrestic anaemia, talasemia) dan anemia yang tidak disebabkan oleh difisiensi zat besi (misal : haemolytic anemia) Komposisi : Setiap Tablet Kunyah mengandung 100 mg zat besi sebagai Iron(III)-Hydroxide Polymaltose Complex (IPC), siklamat, zat pengaroma dan zat tambahan untuk pencetakan tablet Cara Penyimpanan : Simpan ditempat sejuk dan terhindar dari sinar matahari langsungKemasanBotol 30 mL Diproduksi Oleh : PT Combiphar Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya Expired : Expired Min > 3 Bulan"
Fasidol Plus 10 Kaplet,"New Product Launching ""Mandjur Thermosense Digital Thermometer"" alat pengukuran suhu tubuh dengan tingkat akurasi tinggi dan cepat. Waktu pengukuran < 1 menit. Bebas merkuri, anti air, dan dilengkapi box transparan untuk penyimpanan. Dapatkan segera dengan Harga Spesial Rp 19,500 Link Produk: https://www.mandjur.co.id/products/mandjur-thermosense-digital-thermometer Fasidol Plus merupakan obat yang mengandung Paracetamol yang bekerja sebagai analgesik-antipiretik untuk membantu meringankan sakit kepala, sakit gigi, dan menurunkan demam Farmakologi : Paracetamol bekerja sebagai analgesik untuk meredakan sakit kepala dan sakit gigi Paracetamol juga bekerja sebagai antipiretik untuk menurunkan demam Terakhir diperbaharui: 17 Januari 2023 Ditinjau Oleh : Rirry Elvira, S.S Referensi : Keterangan Kemasan INFORMASI PADA KEMASAN : BPOM No : DBL1009221304A1 Cara Pakai : Anak-anak 6-12 tahun : 3 - 4 kali sehari?? - 1 kaplet Dewasa dan anak di atas 12 tahun : 3 - 4 kali sehari?1 kaplet Sesuai petunjuk dokter. Khasiat : Meringankan sakit kepala, sakit gigi, dan menurunkan demam Kontra indikasi : Penderita gangguan fungsi hati yang berat. Penderita hipersensitif terhadap obat ini. Perhatian : Bila setelah 2 hari demam tidak menurun atau setelah 5 hari rasa sakit tidak berkurang, segera hubungi dokter atau Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Interaksi Obat : Akan terjadi interaksi obat bila diberikan bersama-sama dengan antikoagulan oral. Komposisi : Setiap kaplet mengandung : Paracetamol 600 mg Caffeine 50 mg Cara Penyimpanan : Simpan pada suhu di bawah 30 C dalam wadah tertutup rapat dan hindarkan dari cahaya matahari Kemasan : Strip 10 Kaplet Diproduksi Oleh : PT Ifars Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya Expired : Expired Min > 3 Bulan"
Cendo Asthenof 15 mg Eye Drops 5 ml,"Cendo Asthenof adalah suatu larutan oftalmik steril isotonik berwarna kuning muda, didapar yang memiliki pH netral dan viskositas rendah, Oxymethazoline Hydrochloride 0,25 mg/mL diformulasikan untuk mengobati kemarahan pada mata dalam beberapa menit dengan pengobatan efektif sampai enam jam. INFORMASI PADA KEMASAN : BPOM No : DTL7803812846A1 Cara Pakai : Dewasa dan anak-anak 6 tahun atau lebih : teteskan 1 atau 2 tetes pada mata yang sakit. Dapat diulang sesuai kebutuhan setiap 6 jam atau sesuai dengan petunjuk dokter. Khasiat : Untuk meringankan gejala kemerahan pada mata serta mengurangi rasa tidak nyaman karena iritasi mata ringan. Kontra indikasi : Hipersensitif terhadap satu atau lebih kandungan obat ini. Perhatian : Hanya untuk pemakaian luar. Jangan dipakai jika larutan berubah warna atau keruh. Untuk mencegah kontaminasi, jangan menyentuh ujung penetes. Botol ditutup rapat setelah dipakai. Jauhkan dari jangkauan anak-anak Jika terasa sakit, gangguan penglihatan, terjadi kemerahan dan iritasi berlanjut atau keadaan makin parah lebuh dari 72 jam, hentikan pemakaian dan konsultasi ke dokter. Komposisi : Setiap mL larutan mengandung : Oxymethazoline Hydrochloride 0,25 mg Pengawet : Polyquaternium-1 0,01 mg Cara Penyimpanan : Simpan pada suhu dibawah 30C, tutp wadah rapat-rapat, hindari kontaminasi. Jangan dipergunakan 30 hari setelah kemasan dibuka. Diproduksi Oleh : Cendo Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya"
Mycorine Powder 25 Gr,"Mycorine Powder adalah obat yang digunakan untuk mengobati penyakit kulit akibat infeksi jamur. Mycorine cream mengandung zat aktif miconazole yang termasuk obat anti jamur golongan imidazole. Miconazole umumnya digunakan untuk mengobati berbagai infeksi jamur pada kulit seperti (panu, kurap, dan kaki atlet), dan infeksi jamur pada mulut dan vagina. Selain itu, juga bisa digunakan sebagai obat sariawan pada bayi. Obat ini termasuk golongan imidazole yang bekerja dengan cara mengubah permeabilitas dinding sel jamur. Khasiat dan Kegunaan : Membantu mengobati berbagai infeksi jamur pada kulit Membantu mengurangi peradangan seperti rasa gatal, ruam, dan kemerahan pada kulit Efektif untuk panu, kurap, dan kutu air, dan infeksi jamur pada mulut dan vagina. Referensi : Keterangan Kemasan INFORMASI PADA KEMASAN : BPOM No : DTL 9127804424A1 Cara Pakai : Taburkan Mycorine powder pada bagian tubuh yang terinfeksi (biasanya selangkangan, sela jari kaki) atau pada lesi yang sudah mengering 1 - 2 kali sehari selama 2 - 4 minggu. Untuk lipatan-lipatan kulit dianjurkan pemakaian yang lebih sering. Khasiat : Tinea Korporis Tinea Pedis Tinea Kruris Tinea Versikolor Kontra indikasi : Hipersensitivitas terhadap Miconazole. Perhatian : Bila terjadi reaksi sensitisasi atau iritasi kimia, hentikan pemakaian. Hindari kontak dengan mata. Efek Samping : Biasanya ringan, berupa iritasi lokal, maserasi atau perasaan terbakar. Komposisi : Mycorine mengandung Miconazole Nitrat 2 % Cara Penyimpanan : Simpan ditempat sejuk dan kering Kemasan : 1 Botol netto 25 gram Diproduksi Oleh : PT Galenium Pharmasia Laboratories Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebagainya."
Disflatyl 40 Mg 10 Tablet,"Gangguan pencernaan cenderung dikaitkan dengan penimbunan udara dan gas yang berlebih yang ada dalam saluran cerna. Gejala yang biasanya timbul aalah perasaan tertekan, tegang, dan perasaan penuh dalam perut bagian atas, sendawa, kembung, perasaan sakit dan juga kejang usus. Karena tegangan dalam usus, mendorong diafragma ke atas secara mekanis, menyebabkan gangguan-gangguan terhadap jantung dan sesak napas (gastrocardiac syndrome). Disflatyl merupakan tablet kunyah yang mengandung simethicone yang berfungsi untuk membantu meringankan gangguan pencernaan seperti kembung dan penimbunan gas. Cara Kerja Obat : Sebagai anti-inflatulen, Simethicone menunjukan dapat menghilangkan dan mencegah pembentukan kantung gas sekitar? mucus? di dalam saluran gastro intestinal. Mengubah tegangan permukaan dari gelembung gas mencegah pembentukan kantung-kantung gas. Gelembung gas bergabung dan lebih cepat dihilangkan melalui kentut, bersendawa atau penyerapan melalui aliran darah. Selain itu, Simethicone menghambat aktivitas? Helicobacter Pylori . Terakhir diperbaharui : 23 November 2020 Ditinjau Oleh : Rirry Elvira, S.S Referensi : Kertas Kemasan INFORMASI PADA KEMASAN : BPOM No : DBL 1940404763A1 Cara Pakai : Dewasa : 3 x 2 tablet per hari, dikunyah sesudah makan dan sebelum tidur sesuai kebutuhan atau sesuai petunjuk dokter. Dosis Maksimal : 500mg/24 jam dengan anjuran dan pengawasan dokter. Kunyah tablet dengan baik sebelum menelan. Khasiat : Meredakan kembung dan rasa tidak nyaman diperut karena gas yang berlebihan Kontra indikasi : Jangan diberikan pada pasien yang hipersensitif terhadap Simethicone atau komponen lain dari obat ini Interaksi Obat : Levothyroxine, Liothyronine, Hormone Thyroid: Interaksi khelat anatara Simethicone dalam saluran gastro Intestinal dengan Levotyroxine oral bersamaan, menyebabkan penurunan penyerapan hormon tiroid, untuk meminimalkan resiko interaksi, diberikan setidaknya 4 jam sebelum atau setelah mengkonsumsi Simethicone. Komposisi : Tiap tablet kunyah mengandung Simethicone 40 mg Cara Penyimpanan : Simpan di tempat sejuk dan terhindar dari sinar matahari langsung Kemasan : Blister 10 Tablet Diproduksi Oleh : PT Prima Medika Laboratories Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya"
Ketoconazole Cream,"NEW PRODUCT Mandjur Acne Patch Isi 24 Pcs. Plester jerawat dengan 3 varian diameter dalam 1 kemasan. Harga Spesial Rp 15.000. LINK : https://www.mandjur.co.id/products/mandjur-acne-patch-isi-24-patches Farmakologi : Ketoconazole adalah suatu derivat imidazole-dioxolan sintetis yang memiliki aktivitas antimikotik yang poten terhadap dermatofit, ragi, misalnya Tricophyton sp. , Epidermophyton floccosum , Pityrosporum sp. , Candida sp. Ketoconazole bekerja dengan menghambat sitokrom P450 jamur, dengan mengganggu sintesis ergosterol yang merupakan komponen penting dari membran sel jamur. Indikasi : Ketoconazole krim diindikasikan untuk pengobatan topikal pada pengobatan infeksi dermatofita pada kulit seperti : Tinea korporis Tinea kruris Tinea manus Tinea pedis Yang disebabkan oleh Trichopyton mentagrophytes , Microsporum canis dan Epidermophyton floccosum . Juga untuk pengobatan kandidosis kutis dan tinea (pitiriasis) versikolor. Dosis dan cara pemberian : Dioleskan sekali sehari pada daerah yang terinfeksi dan sekitarnya pada penderita kandidosis kutis, tinea korporis, tinea kruris, tinea manus, tinea pedis dan tinea (pitiriasis) versikolor.Pada penderita dermatitis seboroik : pengobatan sekali atau dua kali sehari. Pengobatan harus dilanjutkan untuk beberapa waktu, sedikitnya sampai beberapa hari setelah gejala-gejala hilang. Diagnosa harus dipertimbangkan kembali jika tidak ada perbaikan klinis setelah 4 minggu pengobatan. Lama pengobatan biasanya sebagai berikut: Tinea versikolor : 2-3 minggu Infeksi ragi : 2-3 minggu Tinea kruris : 2-4 minggu Tinea korporis : 3-4 minggu Tinea pedis : 4-6 minggu Dermatitis seboroik : 2-4 minggu Terapi penunjang dermatitis seboroik: oleskan 1 atau 2 kali seminggu. Referensi : Kertas Kemasan INFORMASI PADA KEMASAN BPOM No : No. Reg. GTL1215711429A1 Cara Pakai : Dioleskan sekali sehari pada daerah yang terinfeksi dan sekitarnya pada penderita kandidosis kutis, tinea korporis, tinea kruris, tinea manus, tinea pedis dan tinea (pitiriasis) versikolor. Pada penderita dermatitis seboroik : pengobatan sekali atau dua kali sehari. Pengobatan harus dilanjutkan untuk beberapa waktu, sedikitnya sampai beberapa hari setelah gejala-gejala hilang Khasiat : Ketoconazol krim diindikasi untuk pengobatan topikal pada pengobatan infeksi dematofita pada kulit seperti : Tinea Korporis Tinea Kruris Tinea Manus Tinea Pedis Yang disebabkan oleh Trichopyton mentagrophytes, Microsporum Canis dan Epidermophyton Floccosum. Juga untuk kandidosis kutis dan tinea (pitriasis) versikolor. Kontra indikasi : Pasien yang hipersensitif terhadap bahan-bahan dalam sediaan ini. Perhatian : Apabila terjadi iritasi maka pemakaian obat ini harus dihentikan. Keamanan dan efektifitas pada anak belum diketahui dengan pasti. Krim ini tidak boleh digunakan untuk mata. Hati-hati penggunaan pada wanita hamil dan menyusui. Untuk mencegah rebound effect pada pasien yang menggunakan kortikosteroid topikal jangka panjang, dianjurkan untuk melanjutkan penggunaan kortikosteroid topikal bersamaan dengan ketoconazole topikal dan secara bertahap dosis steroid diturunkan selama 2-3 minggu sebelum menghentikannya. Efek Samping : Pada pemberian topikal : iritasi, rasa terbakar dan pruritus. Komposisi : Tiap gram krim mengandung: Ketoconazole 20 mg Cara Penyimpanan : Simpan ditempat sejuk dan kering, terlindung dari cahaya matahari Kemasan : Tube isi bersih 10 gram Brand : HEXPHARM Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya"
